event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text,ru_scope_text,representative_text,Stage1Triage,CandidateCensusComplete
159488,20240102,1,875856,ria,https://ria.ru/20240102/udar-1919456801.html,DEFENSE_INDUSTRY,ВПК,удар,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.450441,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,ВС России нанесли групповой удар по предприятиям ВПК в Киеве и пригородах,MACHINE_NONCANDIDATE,FALSE
214606,20240104,2,882254,ria,https://ria.ru/20240104/spetsoperatsiya-1919703209.html,AMMUNITION_ARSENAL,склад боеприпас,уничтож,706483,Kharkiv,Kharkiv,Kharkivs'ka,36.231202,49.992167,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Российские военные уничтожили склад боеприпасов ВСУ в Харьковской области,MACHINE_NONCANDIDATE,FALSE
314906,20240106,1,1255091,liveuamap,https://t.me/kpszsu/9492,STRATEGIC_AIRBASE,авіабаз,знищ,7039154,Novofedorovka,Crimea,Saks'kyi,33.58353,45.08837,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,ВВС України заявили про знищення командного пункту на авіабазі Саки в Криму,REVIEW,FALSE
58255,20240106,1,1650119,liga,https://news.liga.net/politics/news/boytsy-gur-unichtozhili-sklady-boepripasov-rossiyan-v-krymu-4-yanvarya-sputnikovye-snimki,AMMUNITION_ARSENAL,склады боеприпас,уничтож,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,Бойцы ГУР уничтожили склады боеприпасов россиян в Крыму 4 января – спутниковые снимки,REVIEW,FALSE
58253,20240106,1,1650123,liga,https://news.liga.net/politics/news/vzryvy-v-krymu-letchiki-vsu-unichtozhili-komandnyy-punkt-na-aerodrome-saki-komanduyushtiy,STRATEGIC_AIRBASE,аэродром,Взрыв|уничтож,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Взрывы в Крыму: летчики ВСУ уничтожили командный пункт на аэродроме Саки – командующий,REVIEW,FALSE
58249,20240106,1,1723611,unian,https://www.unian.ua/war/u-krimu-znovu-bavovna-pid-udar-potrapiv-viyskoviy-aerodrom-saki-merezha-12503070.html,STRATEGIC_AIRBASE,аеродром,удар,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,"У Криму знову """"бавовна"""": під удар потрапив військовий аеродром """"Саки"""", - мережа",REVIEW,FALSE
58248,20240106,1,1723616,unian,https://www.unian.ua/war/aerodrom-saki-povitryani-sili-pidtverdili-fakt-uspishnoji-ataki-foto-12503142.html,STRATEGIC_AIRBASE,аеродром,удар,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,"Мінус пункт управління у Криму: Олещук підтвердив удари по аеродрому """"Саки"""" (фото)",REVIEW,FALSE
314907,20240106,1,1843662,liveuamap,https://t.me/kpszsu/9492,STRATEGIC_AIRBASE,авіабаз,знищ,7039154,Novofedorovka,Crimea,Saks'kyi,33.58353,45.08837,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,ВВС України заявили про знищення командного пункту на авіабазі Саки в Криму,REVIEW,FALSE
314909,20240107,1,1255109,liveuamap,https://t.me/kpszsu/9492,STRATEGIC_AIRBASE,авіабаз,знищ,7039154,Novofedorovka,Crimea,Saks'kyi,33.58353,45.08837,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,TRUE,FALSE,ВВС України заявили про знищення командного пункту на авіабазі Саки в Криму,REVIEW,FALSE
314908,20240107,1,1843868,liveuamap,https://t.me/kpszsu/9492,STRATEGIC_AIRBASE,авіабаз,знищ,7039154,Novofedorovka,Crimea,Saks'kyi,33.58353,45.08837,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,ВВС України заявили про знищення командного пункту на авіабазі Саки в Криму,REVIEW,FALSE
305868,20240109,1,1636497,meduza,https://t.me/The_Wrong_Side/14078,AMMUNITION_ARSENAL,складу боеприпас,удар,807359,Zavody Pervyye,Kharkiv,Vovchans'kyi,36.942443,50.262666,REVIEW,REVIEW_COORDINATE_NEAR_RU,12.029,489051,Staraya Tavolzhanka,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,TRUE,FALSE,"Авиация ВС РФ, как утверждается, нанесла удар по украинскому складу боеприпасов в Волчанске в Харьковской области.",REVIEW,FALSE
331832,20240109,1,1636500,meduza,https://t.me/rvvoenkorym/34693,ENERGY_GRID_SUPPORT,подстанц,Пожар|удар,9644143,Mandrykyne,Donets'k,Donets'ka,37.687258,47.930115,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,"Пожар на электроподстанции в Донецке, сообщается, что это последствия удара ВСУ.",MACHINE_NONCANDIDATE,FALSE
131145,20240109,1,1636514,meduza,https://twitter.com/neonhandrail/status/1749687804513398920,ENERGY_GRID_SUPPORT,подстанц,Пожар,702320,Makiivka,Donets'k,Maki‹vs'ka,37.916964,48.022469,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,Пожар и столб черного дыма в Макеевке (Донецкая область) - возможно горит электроподстанция.,MACHINE_NONCANDIDATE,FALSE
70775,20240109,1,1636515,meduza,https://twitter.com/neonhandrail/status/1749687804513398920,ENERGY_GRID_SUPPORT,подстанц,Пожар,695094,Ruttschenkowo,Donets'k,Donets'ka,37.675289,47.955082,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,Пожар и столб черного дыма в Макеевке (Донецкая область) - возможно горит электроподстанция.,MACHINE_NONCANDIDATE,FALSE
