event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text_terms,ru_scope_text_terms,representative_text,TriageStatus,TriageReason,CandidateCensusComplete
131199,20220504,1,252514,ria,https://ria.ru/20220504/neftebaza-1786721207.html,FUEL_STORAGE_TERMINAL,нефтебаз,взрыв,702320,Makiivka,Donets'k,Maki‹vs'ka,37.965831,48.046529,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,,орел,В Макеевке после взрыва загорелась нефтебаза,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
131200,20220504,2,1640240,liga,https://news.liga.net/politics/news/rossiyskie-terroristy-zayavili-o-pojare-na-neftebaze-v-okkupirovannoy-makeevke-video,FUEL_STORAGE_TERMINAL,нефтебаз,пожар,702320,Makiivka,Donets'k,Maki‹vs'ka,37.965831,48.046529,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,Российские террористы заявили о пожаре на нефтебазе в оккупированной Макеевке – видео,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
133844,20220504,1,1751541,liveuamap,https://t.me/chanel24/38312,ENERGY_GRID_SUPPORT,підстанц,пошкодж|ракет|удар,702550,Lviv,L'viv,L'vivs'ka,24.029898,49.839323,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,У Львові внаслідок ракетних ударів РФ пошкоджено 3 електропідстанції - голова ОДА,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
133865,20220504,2,13862,24tvua,https://24tv.ua/merezhi-pokazali-naslidki-raketnogo-udaru-po-elektrichnih-pidstantsiyah_n1971191,ENERGY_GRID_SUPPORT,підстанц,ракет|удар,702550,Lviv,L'viv,L'vivs'ka,24.029898,49.839323,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,У мережі показали наслідки ракетного удару по електричних підстанціях Львова: відео руйнувань,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
148301,20220504,35,252603,ria,https://ria.ru/20220504/spetsoperatsiya-1786892092.html,ENERGY_GRID_SUPPORT,подстанц,уничтож,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.450441,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,День 70-й: Россия уничтожила подстанции для поставок Киеву западного оружия,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
168111,20220504,1,63764,liveuamap,https://t.me/chanel24/38312,ENERGY_GRID_SUPPORT,підстанц,пошкодж|ракет|удар,703700,Kulparkiv,L'viv,L'vivs'ka,23.99208,49.83743,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,У Львові внаслідок ракетних ударів РФ пошкоджено 3 електропідстанції - голова ОДА,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
190839,20220504,1,36326,interfaxua,https://interfax.com.ua/news/general/829426.html,ENERGY_GRID_SUPPORT,підстанц,ракет,705812,Kropyvnytskyy,Kirovohrad,Kirovohrads'kyi,32.2656283,48.5105805,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,"На Кіровоградщині ворожі ракети поцілили в тягову електропідстанцію на залізничному транспорті, зайнялося 27 тонн трансформаторного мастила",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
20342,20220504,1,63739,liveuamap,https://twitter.com/tinso_ww/status/1521591405516369920,ENERGY_GRID_SUPPORT,підстанц,удар,688505,Yampil',Donets'k,Krasnolymans'kyi,37.95811,48.94336,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,"Російський удар ТОС-1 на Ямпіль, біля електропідстанції",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
208689,20220504,1,323465,espreso,https://espreso.tv/tramvaiv-u-kharkovi-bilshe-nemae-okupanti-znishchili-depo-ta-pidstantsii-miskrada,ENERGY_GRID_SUPPORT,підстанц,знищ,706483,Kharkiv,Kharkiv,Kharkivs'ka,36.231202,49.992167,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,Трамваїв у Харкові більше немає: окупанти знищили депо та підстанції,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
258115,20220504,1,1660893,pravdaua,https://www.pravda.com.ua/news/2022/05/4/7343902/,ENERGY_GRID_SUPPORT,підстанц,ракет,710771,Chorna Dolyna,Kherson,Kakhovs'kyi,33.481729,46.55783,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,Україн,,"Регіони: ракети по 8 областях і підстанціях залізниць, обстріли Миколаєва й Сумщини. Ввечері 3 травня російська армія випустила ракети по 8 областях України, вночі були обстріли Сумської області та Миколаєва, вранці у Донецькій області вдруге поспіль обстріляли Авдіївський коксохімічний завод, Донбас і Херсонщина – під постійними обстрілами.",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
285131,20220504,1,1660892,pravdaua,https://www.pravda.com.ua/news/2022/05/4/7343902/,ENERGY_GRID_SUPPORT,підстанц,ракет,713122,Avdiyivka,Donets'k,Iasynuvats'ka,37.737003,48.150246,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,Україн,,"Регіони: ракети по 8 областях і підстанціях залізниць, обстріли Миколаєва й Сумщини. Ввечері 3 травня російська армія випустила ракети по 8 областях України, вночі були обстріли Сумської області та Миколаєва, вранці у Донецькій області вдруге поспіль обстріляли Авдіївський коксохімічний завод, Донбас і Херсонщина – під постійними обстрілами.",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
315622,20220504,2,13925,24tvua,https://24tv.ua/zakarpatti-vidnovili-gaz-polagodili-elektropidstantsiyu-yaku_n1971491,ENERGY_GRID_SUPPORT,підстанц,ракет,8281918,Posich,Transcarpathia,Khusts'kyi,23.413124,48.220758,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,"На Закарпатті відновили газ і полагодили електропідстанцію, яку пошкодила російська ракета",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
315623,20220504,2,323448,espreso,https://espreso.tv/na-zakarpatti-vidnovili-robotu-elektropidstantsii-poshkodzhenoi-rosiyskim-raketnim-udarom,ENERGY_GRID_SUPPORT,підстанц,пошкодж|ракет|удар,8281918,Posich,Transcarpathia,Khusts'kyi,23.413124,48.220758,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,"На Закарпатті відновили роботу електропідстанції, пошкодженої російським ракетним ударом",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
315629,20220504,2,323403,espreso,https://espreso.tv/rosiya-zavdala-raketnogo-udaru-po-obektakh-infrastrukturi-zakarpattya,ENERGY_GRID_SUPPORT,підстанц,ракет|удар,8281918,Posich,Transcarpathia,Khusts'kyi,23.413124,48.220758,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,Росія завдала ракетного удару по одній із залізничних підстанцій Закарпаття: 57 будинків у Воловці залишилися без газопостачання,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
334501,20220504,1,1876144,meduza,https://t.me/anna_news/31001,DEFENSE_INDUSTRY,военных на завод,Удар,10323593,Naidonivka,Donets'k,Mariupol's'ka,37.610325,47.096728,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,украин,,"Удары по позициям украинских военных на заводе """"""""Азовсталь"""""""" в Мариуполе. .",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
342746,20220504,1,63767,liveuamap,https://t.me/UkrzalInfo/2273,ENERGY_GRID_SUPPORT,підстанц,ракет|удар,11747630,Vulka,L'viv,L'vivs'ka,23.99431,49.83909,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,Україн,,Українська залізниця: внаслідок ракетного удару по залізничних підстанціях частина поїздів затримується,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
93593,20220504,11,153806,ntv,https://www.ntv.ru/novosti/2704278/,STRATEGIC_AIRBASE,аэродром,ракет|удар|уничтож,698740,Odessa,Odessa,Odes'ka,30.731689,46.484213,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,"Минобороны РФ: ракетами «Оникс» уничтожены ангары с иностранным вооружением в Одессе — Специальная военная операция России В российском Минобороны сообщили об ударе по логистическому центру на военном аэродроме в районе Одессы, через который осуществлялась доставка иностранного вооружения.",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
104564,20220505,1,63980,liveuamap,https://twitter.com/girkingirkin/status/1521730874890407936,FUEL_STORAGE_TERMINAL,нафтобаз,Пожеж,699647,Novochaykino,Donets'k,Maki‹vs'ka,37.90755,48.03234,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,Пожежа на нафтобазі поблизу Макіївки,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
104565,20220505,1,63976,liveuamap,https://twitter.com/GirkinGirkin/status/1521742614340456448,FUEL_STORAGE_TERMINAL,нафтобаз,Пожеж,699647,Novochaykino,Donets'k,Maki‹vs'ka,37.9091,48.03928,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,Пожежа на нафтобазі в Макіївці,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
131202,20220505,3,1751741|1751744,liveuamap,https://twitter.com/GirkinGirkin/status/1521742614340456448|https://twitter.com/girkingirkin/status/1521730874890407936,FUEL_STORAGE_TERMINAL,нафтобаз,Пожеж,702320,Makiivka,Donets'k,Maki‹vs'ka,37.965831,48.046529,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,Пожежа на нафтобазі в Макіївці || Пожежа на нафтобазі поблизу Макіївки,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
131203,20220505,1,252634,ria,https://ria.ru/20220505/pozhar-1786937798.html,FUEL_STORAGE_TERMINAL,нефтебаз,пожар,702320,Makiivka,Donets'k,Maki‹vs'ka,37.965831,48.046529,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,В Макеевке полностью потушили пожар на нефтебазе,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
168112,20220505,1,64015,liveuamap,https://t.me/chanel24/38312,ENERGY_GRID_SUPPORT,підстанц,пошкодж|ракет|удар,703700,Kulparkiv,L'viv,L'vivs'ka,23.99208,49.83743,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,У Львові внаслідок ракетних ударів РФ пошкоджено 3 електропідстанції - голова ОДА,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
20343,20220505,1,63999,liveuamap,https://twitter.com/tinso_ww/status/1521591405516369920,ENERGY_GRID_SUPPORT,підстанц,удар,688505,Yampil',Donets'k,Krasnolymans'kyi,37.95811,48.94336,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,"Російський удар ТОС-1 на Ямпіль, біля електропідстанції",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
315633,20220505,2,14028,24tvua,https://24tv.ua/zakarpatti-vidnovili-gaz-polagodili-elektropidstantsiyu-yaku_n1971491,ENERGY_GRID_SUPPORT,підстанц,ракет,8281918,Posich,Transcarpathia,Khusts'kyi,23.413124,48.220758,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,"На Закарпатті відновили газ і полагодили електропідстанцію, яку пошкодила російська ракета",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
342747,20220505,1,64018,liveuamap,https://t.me/UkrzalInfo/2273,ENERGY_GRID_SUPPORT,підстанц,ракет|удар,11747630,Vulka,L'viv,L'vivs'ka,23.99431,49.83909,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,Україн,,Українська залізниця: внаслідок ракетного удару по залізничних підстанціях частина поїздів затримується,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
117860,20220506,1,1751799,liveuamap,https://t.me/info_zp/7403,STRATEGIC_AIRBASE,авіабаз,вибух,701404,Melitopol,Zaporizhzhya,Melitopol's'kyi,35.37288,46.842187,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,Повідомлення про вибухи на авіабазі Мелітополь,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
340174,20220506,1,64042,liveuamap,https://t.me/info_zp/7403,STRATEGIC_AIRBASE,авіабаз,вибух,10951593,Novyi Melitopol,Zaporizhzhya,Melitopol's'kyi,35.30869,46.87944,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,Повідомлення про вибухи на авіабазі Мелітополь,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
47665,20220506,1,252715,ria,https://ria.ru/20220506/sklad-1787146858.html,AMMUNITION_ARSENAL,склад боеприпас,уничтож,693065,Sotsmisto,Donets'k,Kramators'ka,37.584398,48.738984,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,украин,,ВКС России уничтожили украинский склад боеприпасов в Краматорске,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
112218,20220507,2,176041,nv,https://nv.ua/ukr/ukraine/events/v-mikolajivskiy-oblasti-znishcheno-vorozhiy-sklad-z-boyepripasami-okupantiv-novini-ukrajini-50240138.html,AMMUNITION_ARSENAL,склад з боєприпас,знищ,700569,Mykolayiv,Mykolayiv,Mykola‹vs'ka,31.993813,46.975574,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,ЗСУ,,В Миколаївській області ЗСУ знищили ворожий склад з боєприпасами і до 20 одиниць військової техніки противника — Генштаб,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
340175,20220507,1,1752030,liveuamap,https://t.me/info_zp/7403,STRATEGIC_AIRBASE,авіабаз,вибух,10951593,Novyi Melitopol,Zaporizhzhya,Melitopol's'kyi,35.30869,46.87944,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,Повідомлення про вибухи на авіабазі Мелітополь,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
340176,20220507,1,64294,liveuamap,https://t.me/info_zp/7403,STRATEGIC_AIRBASE,авіабаз,вибух,10951593,Novyi Melitopol,Zaporizhzhya,Melitopol's'kyi,35.30869,46.87944,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,Повідомлення про вибухи на авіабазі Мелітополь,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
3445,20220507,1,1661162,pravdaua,https://www.pravda.com.ua/news/2022/05/7/7344589/,AMMUNITION_ARSENAL,склад з боєприпас,знищ,687184,Kryvorizhzhya,Mykolayiv,Novoodes'kyi,31.767249,47.394622,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,ЗСУ,,На Миколаївщині ЗСУ знищили ворожий склад з боєприпасами – зведення.,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
3446,20220507,1,14180,24tvua,https://24tv.ua/mikolayivshhini-zsu-znishhili-vorozhiy-sklad-boyepripasami-20_n1973045,AMMUNITION_ARSENAL,склад з боєприпас,знищ,687184,Kryvorizhzhya,Mykolayiv,Novoodes'kyi,31.767249,47.394622,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,ЗСУ,,На Миколаївщині ЗСУ знищили ворожий склад з боєприпасами та 20 одиниць військової техніки,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
137946,20220508,7,1227697,nv,https://nv.ua/ukr/ukraine/events/udar-po-naftobazi-v-lugansku-okupaciyna-vlada-zayavlyaye-pro-vikoristannya-atacms-50416459.html,FUEL_STORAGE_TERMINAL,нафтобаз,удар,702658,Luhansk,Luhans'k,Luhans'ka,39.307708,48.573896,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,Україн,,Україна використала ATACMS для удару по нафтобазі в Луганську — окупаційна влада «ЛНР»,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
137955,20220508,1,1227696,nv,https://nv.ua/ukr/ukraine/events/udar-po-naftobazi-v-lugansku-7-travnya-shcho-vidomo-pro-naslidki-50416450.html,FUEL_STORAGE_TERMINAL,нафтобаз,удар,702658,Luhansk,Luhans'k,Luhans'ka,39.307708,48.573896,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,,,Ватажок «ЛНР» повідомив про удар по нафтобазі в Луганську — відео,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
143302,20220508,1,1661180,pravdaua,https://www.pravda.com.ua/news/2022/05/8/7344922/,FUEL_STORAGE_TERMINAL,нафтобаз,пожеж,702972,Lysychansk,Luhans'k,Lysychans'ka,38.419552,48.912914,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,"Росіяни влучили в нафтобазу в Лисичанську, пожежу не можуть загасити через обстріли.",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
143305,20220508,1,323728,espreso,https://espreso.tv/u-lisichansku-rosiyani-obstrilyali-naftopererobniy-zavod-spalakhnula-pozhezha-e-zagroza-vibukhu-rezervuariv,REFINING_PETROCHEM_GAS,нафтоперероб,вибух|пожеж,702972,Lysychansk,Luhans'k,Lysychans'ka,38.419552,48.912914,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,"У Лисичанську росіяни обстріляли нафтопереробний завод: спалахнула пожежа, є загроза вибуху резервуарів",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
276996,20220508,1,14290,24tvua,https://24tv.ua/odeshhinu-za-dobu-vorog-atakuvav-raketami-9-raziv-poshkodzheni_n1974054,ENERGY_GRID_SUPPORT,підстанц,атак|пошкодж|ракет,712609,Bilka,Odessa,Ivanivs'kyi,30.405789,46.908223,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,Одещину за добу ворог атакував ракетами 9 разів: пошкоджені газогін та електропідстанція,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
280880,20220508,5,176258,nv,https://nv.ua/ukr/ukraine/events/lisichansk-okupanti-obstrilyali-naftopererobniy-zavod-ye-zagroza-vibuhu-gayday-novini-ukrajini-50240410.html,REFINING_PETROCHEM_GAS,нафтоперероб,вибух,712734,Baydivka,Luhans'k,Starobil's'kyi,38.902523,49.158739,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,На Луганщині окупанти знову обстріляли нафтопереробний завод: є загроза вибуху,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
137962,20220509,9,1232672,nv,https://nv.ua/ukr/ukraine/events/suputnikovi-znimki-udaru-po-aerodromu-u-lugansku-7-travnya-50416844.html,STRATEGIC_AIRBASE,аеродром,Удар|атак|ракет,702658,Luhansk,Luhans'k,Luhans'ka,39.307708,48.573896,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,Удар ракетами ATACMS по аеродрому у Луганську: ЗМІ показали супутникові знімки наслідків атаки,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
143308,20220509,1,14475,24tvua,https://24tv.ua/obstril-naftopererobnogo-zavodu-lisichansku-ye-zagroza-vibuhu_n1974399,REFINING_PETROCHEM_GAS,нафтоперероб,вибух,702972,Lysychansk,Luhans'k,Lysychans'ka,38.419552,48.912914,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,,,Обстріл нафтопереробного заводу у Лисичанську: є загроза вибуху,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
277017,20220509,1,14408,24tvua,https://24tv.ua/odeshhinu-za-dobu-vorog-atakuvav-raketami-9-raziv-poshkodzheni_n1974054,ENERGY_GRID_SUPPORT,підстанц,атак|пошкодж|ракет,712609,Bilka,Odessa,Ivanivs'kyi,30.405789,46.908223,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,Одещину за добу ворог атакував ракетами 9 разів: пошкоджені газогін та електропідстанція,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
112267,20220510,1,1661433,pravdaua,https://www.pravda.com.ua/news/2022/05/10/7345217/,REFINING_PETROCHEM_GAS,НПЗ,знищ|ракет|удар,700569,Mykolayiv,Mykolayiv,Mykola‹vs'ka,31.993813,46.975574,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,"Регіони: """"приліт"""" у Лисичанський НПЗ, обстріли Первомайського, """"Азовсталь"""" тримається. Ніч на 10 травня була відносно спокійною для Харкова, у Донецькій та Луганській областях тривають важкі бої, у Миколаївській області росіяни обстріляли містечко Первомайське й ще кілька сіл, в Одесі ракетним ударом 9 травня знищено торговий центр.",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
117258,20220510,1,1876251,meduza,https://t.me/rybar/32839,ENERGY_GRID_SUPPORT,подстанц,ракет|удар,701347,Merefa,Kharkiv,Kharkivs'kyi,36.04487,49.798452,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,Последствия неудачного российского ракетного удара по железнодорожной электроподстанции в Мерефе под Харьковом.,MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
137986,20220510,1,1661432,pravdaua,https://www.pravda.com.ua/news/2022/05/10/7345217/,REFINING_PETROCHEM_GAS,НПЗ,знищ|ракет|удар,702658,Luhansk,Luhans'k,Luhans'ka,39.307708,48.573896,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,,,"Регіони: """"приліт"""" у Лисичанський НПЗ, обстріли Первомайського, """"Азовсталь"""" тримається. Ніч на 10 травня була відносно спокійною для Харкова, у Донецькій та Луганській областях тривають важкі бої, у Миколаївській області росіяни обстріляли містечко Первомайське й ще кілька сіл, в Одесі ракетним ударом 9 травня знищено торговий центр.",MACHINE_NONCANDIDATE,NO_RU_GEO_OR_UA_ACTOR_PLUS_RU_SCOPE_TEXT,FALSE
