event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text,ru_scope_text,representative_text,Stage1Triage,CandidateCensusComplete,ScopeAutoV1,ManualReviewRequired,UnknownPriorityV2,UnknownPriorityReasonV2,RussiaTargetTextHitsV2,UkraineActorEvidenceV2,RussiaActorEvidenceV2,UkraineAdm1EvidenceV2,CrimeaAdm1EvidenceV2,RussiaReviewMethodEvidenceV2,ResidualAuditFlags,RussiaTextHitsAudit,PossibleCompositeAudit,PossibleOtherYearAudit
63606,20240421,1,1185565,espreso,https://espreso.tv/viyna-z-rosiyeyu-bavovna-u-timchasovo-okupovanomu-sevastopoli-droni-gur-u-mordovii-ta-udar-po-aviabazi-u-dzhankoi-de-v-rosiyan-vibukhalo-ta-palalo-tsogo-tizhnya,STRATEGIC_AIRBASE,авіабаз,вибух|дрон|удар,694423,Sevastopol,Sevastopol',Lenins'kyi,33.5229142,44.6010512,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,"Бавовна у тимчасово окупованому Севастополі, дрони ГУР у Мордовії та удар по авіабазі у Джанкої: де в росіян вибухало та палало цього тижня",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,TRUE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
58994,20240519,5,1254033,espreso,https://espreso.tv/viyna-z-rosiyeyu-udar-po-oboronnomu-pidpriemstvu-v-tuli-ataka-na-viyskovi-aerodromi-u-krasnodarskomu-krai-ta-belbek-u-timchasovo-okupovanomu-krimu-de-v-rosiyan-vibukhalo-ta-palalo-tsogo-tizhnya,STRATEGIC_AIRBASE,аеродром,Удар|атак|вибух,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,"Удар по оборонному підприємству в Тулі, атака на військові аеродроми у Краснодарському краї та """"Бельбек"""" у тимчасово окупованому Криму: де в росіян вибухало та палало цього тижня",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,FALSE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
59039,20240526,1,1290628,espreso,https://espreso.tv/viyna-z-rosiyeyu-ukrainski-droni-na-vpk-rf-u-tatarstani-pozhezha-u-yaroslavli-y-seriya-potuzhnoi-bavovni-v-timchasovo-okupovanomu-krimu-de-v-rosiyan-vibukhalo-ta-palalo-tsogo-tizhnya,DEFENSE_INDUSTRY,ВПК,вибух|дрон|пожеж,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,"Українські дрони на ВПК РФ у Татарстані, пожежа у Ярославлі й серія потужної """"бавовни"""" в тимчасово окупованому Криму: де в росіян вибухало та палало цього тижня",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
59215,20240621,1,1356392,espreso,https://espreso.tv/viyna-z-rosiyeyu-krasnodarskiy-kray-rf-potrapiv-pid-ataku-droniv,REFINING_PETROCHEM_GAS,НПЗ,атак|дрон,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,У ніч на 21 червня українські дрони атакували 4 НПЗ і радіолокаційні станції у РФ та окупованому Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
59289,20240630,1,1375245,espreso,https://espreso.tv/viyna-z-rosiyeyu-bavovna-u-timchasovo-okupovanomu-krimu-pozhezha-na-skladi-boepripasiv-u-voronezkiy-oblasti-y-u-nizhnomu-novgorodi-de-v-rosiyan-vibukhalo-ta-palalo-tsogo-tizhnya,AMMUNITION_ARSENAL,складі боєприпас,вибух|пожеж,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,"""""Бавовна"""" в тимчасово окупованому Криму, пожежа на складі боєприпасів у Воронезькій області й у Нижньому Новгороді: де в росіян вибухало та палало цього тижня",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,FALSE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
59327,20240707,1,1395181,espreso,https://espreso.tv/viyna-z-rosiyeyu-masshtabna-pozhezha-u-krimu-ataka-na-tambovskiy-porokhoviy-zavod-ta-znestrumleniy-oskolskiy-elektrometalurgiyniy-kombinat-de-v-rosiyan-vibukhalo-ta-palalo-tsogo-tizhnya,DEFENSE_INDUSTRY,пороховий завод,атак|вибух|пожеж,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,"Масштабна пожежа у Криму, атака на Тамбовський пороховий завод та знеструмлений Оскольський електрометалургійний комбінат: де в росіян вибухало та палало цього тижня",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,TRUE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
59514,20240811,1,1480030,espreso,https://espreso.tv/viyna-z-rosiyeyu-pozhezha-na-gazopererobnomu-zavodi-v-komi-urazheniy-aerodrom-v-lipetsku-ta-znishcheniy-tunets-bilya-timchasovo-okupovanogo-krimu-de-v-rosiyan-vibukhalo-ta-palalo-tsogo-tizhnya,STRATEGIC_AIRBASE,аеродром,Пожеж|вибух|знищ,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,"Пожежа на газопереробному заводі в Комі, уражений аеродром в Липецьку та знищений """"Тунець"""" біля тимчасово окупованого Криму: де в росіян вибухало та палало цього тижня",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,TRUE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
59602,20240830,1,1523796,espreso,https://espreso.tv/viyna-z-rosiyeyu-rosiyani-pochali-peremishchuvati-skladi-z-boepripasami-ta-palnim-u-krimu-boyachis-udariv-zsu-atesh,AMMUNITION_ARSENAL,склади з боєприпас,удар,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,TRUE,FALSE,"Росіяни почали переміщувати склади з боєприпасами та пальним у Криму, боячись ударів ЗСУ",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
59607,20240901,1,1529016,espreso,https://espreso.tv/viyna-z-rosiyeyu-ponad-150-droniv-nad-rosieyu-za-odnu-dobu-pozhezha-na-npz-u-moskvi-ta-bavovna-u-timchasovo-okupovanomu-krimu-de-v-rosiyan-vibukhalo-ta-palalo-tsogo-tizhnya,REFINING_PETROCHEM_GAS,НПЗ,вибух|дрон|пожеж,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,"Понад 150 дронів над Росією лише за одну добу, пожежа на НПЗ у Москві та бавовна у тимчасово окупованому Криму: де в росіян вибухало та палало цього тижня",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,TRUE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
59709,20240929,1,1600093,espreso,https://espreso.tv/viyna-z-rosiyeyu-urazheniy-viyskoviy-arsenal-kotluban-vibukhi-u-krimu-y-pozhezhi-u-moskvi-ta-pid-novoshakhtinskom-de-v-rosiyan-vibukhalo-ta-palalo-tsogo-tizhnya,AMMUNITION_ARSENAL,арсенал,вибух|пожеж,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,"Уражений військовий арсенал """"Котлубань"""", вибухи у Криму й пожежі у Москві та під Новошахтинськом: де в росіян вибухало та палало цього тижня",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,TRUE,FALSE,TRUE,FALSE,RUSSIA_TEXT_HIT|POSSIBLE_COMPOSITE,Котлубань,TRUE,FALSE
270303,20241010,5,1874841|1874905,liveuamap,https://t.me/bbbreaking/191426|https://t.me/smotri_media/94728,FUEL_STORAGE_TERMINAL,нафтобаз,пожеж,712048,Blizhnye Kamyshi,Crimea,Feodosiis'ka,35.38593,45.06661,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,Через пожежу на Феодосійській нафтобазі окупаційна влада евакуювала 1047 жителів || Через пожежу на нафтобазі у Феодосії евакуюють близько 300 громадян,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,FALSE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
59840,20241201,1,2173733,espreso,https://espreso.tv/viyna-z-rosiyeyu-ataka-na-aerodrom-khalino-urazheni-rosiyski-rls-v-okupovanomu-krimu-ta-pozhezha-v-ekaterinburzi-de-v-rosiyan-vibukhalo-ta-palalo-tsogo-tizhnya,STRATEGIC_AIRBASE,аеродром,Атак|вибух|пожеж,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,"Атака на аеродром """"Халіно"""", уражені російські РЛС в окупованому Криму та пожежа в Єкатеринбурзі: де в росіян вибухало та палало цього тижня",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,TRUE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
