event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text,ru_scope_text,representative_text,Stage1Triage,CandidateCensusComplete,ScopeAutoV1,ManualReviewRequired,UnknownPriorityV2,UnknownPriorityReasonV2,RussiaTargetTextHitsV2,UkraineActorEvidenceV2,RussiaActorEvidenceV2,UkraineAdm1EvidenceV2,CrimeaAdm1EvidenceV2,RussiaReviewMethodEvidenceV2
373640,20250311,2,2284602,espreso,https://espreso.tv/svit-pitannya-suverenitetu-siyarto-zayaviv-shcho-cherez-ataku-ukraini-na-naftoprovid-druzhba-zupinilis-postavki-nafti-do-ugorshchini,PIPELINE_PUMPING,нафтопров,атак,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"""""Питання суверенітету"""": Сіярто заявив, що через атаку України на нафтопровід """"Дружба"""" зупинились поставки нафти до Угорщини",REVIEW,FALSE,UNKNOWN,TRUE,H1_RUSSIA_TARGET_TEXT,KNOWN_RUSSIA_2025_TARGET_OR_PLACE_TEXT,Дружба,TRUE,FALSE,TRUE,FALSE,TRUE
373644,20250312,1,2284786,liveuamap,https://t.me/rentv_news/170964,PIPELINE_PUMPING,нафтопров,атак|безпілот,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,a_ukr_init_b,1,a_ukr_b,0,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,"Постачання нафти з Росії до Угорщини призупинено через атаку українського безпілотника на вимірювальну станцію нафтопроводу """"""""Дружба"""""""", - заявив міністр закордонних справ Угорщини Петер Сійярто.",REVIEW,FALSE,UNKNOWN,TRUE,H1_RUSSIA_TARGET_TEXT,KNOWN_RUSSIA_2025_TARGET_OR_PLACE_TEXT,Дружба,TRUE,TRUE,TRUE,FALSE,TRUE
373645,20250312,1,2284824,liveuamap,https://t.me/rentv_news/170964,PIPELINE_PUMPING,нафтопров,атак|безпілот,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,1,a_rus_b,1,TRUE,FALSE,"Постачання нафти з Росії до Угорщини призупинено через атаку українського безпілотника на вимірювальну станцію нафтопроводу """"Дружба"""", - заявив міністр закордонних справ Угорщини Петер Сійярто.",REVIEW,FALSE,UNKNOWN,TRUE,H1_RUSSIA_TARGET_TEXT,KNOWN_RUSSIA_2025_TARGET_OR_PLACE_TEXT,Дружба,TRUE,TRUE,TRUE,FALSE,TRUE
6376,20250325,1,2298132,espreso,https://espreso.tv/viyna-z-rosiyeyu-zavodi-peretvorilis-na-skladi-dlya-poshkodzhenoi-tekhniki-atesh-pro-situatsiyu-v-sudnobudivniy-galuzi-rf-u-krimu,MILITARY_REPAIR_SHIPYARD,суднобуд,пошкодж,687499,Zavody,Kharkiv,Iziums'kyi,37.07819,49.15037,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Zavody,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,"Заводи перетворились на склади для пошкодженої техніки: """"Атеш"""" про ситуацію в суднобудівній галузі РФ у Криму",REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,FALSE,TRUE,FALSE,TRUE
236201,20250410,1,2314367,espreso,https://espreso.tv/kryminal-sbu-zatrimala-agenta-rf-yakiy-planuvav-navesti-rosiyskiy-udar-na-odnu-z-klyuchovikh-elektropidstantsiy-u-khersoni,ENERGY_GRID_SUPPORT,підстанц,удар,706448,Kherson,Kherson,Khersons'ka,32.61496,46.64032,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,"СБУ затримала агента РФ, який планував навести російський удар на одну з ключових електропідстанцій у Херсоні",REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,TRUE,TRUE,FALSE,TRUE
236432,20250715,1,2414536,espreso,https://espreso.tv/kultura-rosiyani-u-khersoni-znishchili-istorichnu-budivlyu-xix-st-budinok-kulturi-sudnobudivnikiv,MILITARY_REPAIR_SHIPYARD,суднобуд,знищ,706448,Kherson,Kherson,Khersons'ka,32.61496,46.64032,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,Росіяни у Херсоні знищили історичну будівлю XIX ст. — будинок культури суднобудівників,REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,FALSE,TRUE,FALSE,TRUE
373666,20250813,1,2470503,pravdaua,https://www.pravda.com.ua/news/2025/08/13/7526058/,PIPELINE_PUMPING,нафтопров,удар,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,1,a_rus_b,1,FALSE,FALSE,"Сійярто звинуватив Україну в ударі по """"важливому"""" нафтопроводу """"Дружба"""".",REVIEW,FALSE,UNKNOWN,TRUE,H1_RUSSIA_TARGET_TEXT,KNOWN_RUSSIA_2025_TARGET_OR_PLACE_TEXT,Дружба,TRUE,TRUE,TRUE,FALSE,TRUE
373663,20250813,1,2445813,unian,https://www.unian.ua/war/udari-po-rf-droni-urazili-naybilshiy-vuzol-naftoprovodu-druzhba-13096314.html,PIPELINE_PUMPING,нафтопров,Дрон,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,"Дрони уразили найбільший вузол нафтопроводу """"Дружба"""": деталі від Генштабу",REVIEW,FALSE,UNKNOWN,TRUE,H1_RUSSIA_TARGET_TEXT,KNOWN_RUSSIA_2025_TARGET_OR_PLACE_TEXT,Дружба,FALSE,FALSE,TRUE,FALSE,TRUE
373664,20250813,1,2445825,unian,https://www.unian.ua/world/v-ugorshchini-nakinulisya-na-ukrajinu-zi-zvinuvachennyami-cherez-udar-po-naftoprovodu-druzhba-13097106.html,PIPELINE_PUMPING,нафтопров,удар,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,"В Угорщині накинулися на Україну зі звинуваченнями через удар по нафтопроводу """"Дружба""""",REVIEW,FALSE,UNKNOWN,TRUE,H1_RUSSIA_TARGET_TEXT,KNOWN_RUSSIA_2025_TARGET_OR_PLACE_TEXT,Дружба,FALSE,FALSE,TRUE,FALSE,TRUE
373672,20250817,1,2456156,unian,https://www.unian.ua/war/viyna-v-ukrajini-zsu-znishchili-nasosni-stanciji-unecha-naftoprovodu-druzhba-13100730.html,PIPELINE_PUMPING,нафтопров,Удар|знищ,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"Удар ЗСУ знищив насосні станції стратегічного нафтопроводу """"Дружба"""", – ЗМІ",REVIEW,FALSE,UNKNOWN,TRUE,H1_RUSSIA_TARGET_TEXT,KNOWN_RUSSIA_2025_TARGET_OR_PLACE_TEXT,Дружба,TRUE,FALSE,TRUE,FALSE,TRUE
