event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text,ru_scope_text,representative_text,Stage1Triage,CandidateCensusComplete
41856,20230103,1,44614,interfaxua,https://interfax.com.ua/news/general/882233.html,AMMUNITION_ARSENAL,склад боєприпас,вибух,692118,Svatove,Luhans'k,Svativs'kyi,38.16205,49.409282,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,У Сватовому Луганської області вибухнув склад боєприпасів окупантів,MACHINE_NONCANDIDATE,FALSE
139332,20230103,3,44615,interfaxua,https://interfax.com.ua/news/general/882233.html,AMMUNITION_ARSENAL,склад боєприпас,вибух,702658,Luhansk,Luhans'k,Luhans'ka,39.307708,48.573896,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,У Сватовому Луганської області вибухнув склад боєприпасів окупантів,MACHINE_NONCANDIDATE,FALSE
41858,20230103,1,1674477,pravdaua,https://www.pravda.com.ua/news/2023/01/3/7383368/,AMMUNITION_ARSENAL,складу боєприпас,знищ,692118,Svatove,Luhans'k,Svativs'kyi,38.16205,49.409282,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,ЗСУ повідомили про знищення ворожого складу боєприпасів у Сватовому.,MACHINE_NONCANDIDATE,FALSE
55630,20230104,1,272451,ria,https://ria.ru/20230104/bespilotniki-1843011703.html,STRATEGIC_AIRBASE,аэродром,беспилот,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,Система ПВО сбила два беспилотника над морем у аэродрома в Крыму,REVIEW,FALSE
62796,20230104,2,1644918,liga,https://news.liga.net/region_news/news/okkupirovannyy-sevastopol-s-utra-slushal-zvuki-vzryvov-v-rayone-aerodroma-belbek,STRATEGIC_AIRBASE,аэродром,взрыв,694423,Sevastopol,Sevastopol',Lenins'kyi,33.5229142,44.6010512,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,"Оккупированный Севастополь с утра слышал звуки взрывов в районе аэродрома """"Бельбек""""",REVIEW,FALSE
55631,20230104,1,1711593,unian,https://www.unian.ua/war/zmi-povidomlyayut-pro-vibuhi-bilya-aerodromu-belbek-u-krimu-12098796.html,STRATEGIC_AIRBASE,аеродром,вибух,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,ЗМІ повідомляють про вибухи біля аеродрому Бельбек у Криму,REVIEW,FALSE
99596,20230108,1,1629092,meduza,https://t.me/milinfolive/95280,AMMUNITION_ARSENAL,складу с боеприпас,взрыв|удар,698770,Ochakiv,Mykolayiv,Ochakivs'kyi,31.545653,46.614005,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,"Момент взрыва в Очакове. Сообщается, что ВС РФ ударили по складу с боеприпасами, произошел сильный взрыв. Украинская сторона сообщает, что на складе хранились только мины времен Второй мировой войны.",MACHINE_NONCANDIDATE,FALSE
117293,20230108,1,1711732,unian,https://www.unian.ua/war/novini-merefa-v-dsns-rozkrili-podrobici-ataki-po-harkivskiy-oblasti-novini-harkova-12102441.html,REFINING_PETROCHEM_GAS,нафтоперероб,атак,701347,Merefa,Kharkiv,Kharkivs'kyi,36.059966,49.819804,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,Постраждало нафтопереробне підприємство: в ДСНС розкрили подробиці атаки по Мерефі,MACHINE_NONCANDIDATE,FALSE
119364,20230109,1,44755,interfaxua,https://interfax.com.ua/news/general/883253.html,AMMUNITION_ARSENAL,склад боєприпас,знищ,701404,Melitopol,Zaporizhzhya,Melitopol's'kyi,35.37288,46.842187,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,У Мелітополі у вихідні знищили російський склад боєприпасів – мер,MACHINE_NONCANDIDATE,FALSE
200200,20230109,1,333758,espreso,https://espreso.tv/unochi-armiya-rf-atakuvala-pidpriemstvo-kritichnoi-infrastrukturi-v-khersoni-zruynovano-elektropidstantsiyu,ENERGY_GRID_SUPPORT,підстанц,атак,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,"Уночі армія РФ атакувала підприємство критичної інфраструктури в Херсоні, зруйновано електропідстанцію",REVIEW,FALSE
119363,20230109,2,1674639,pravdaua,https://www.pravda.com.ua/news/2023/01/9/7384095/,AMMUNITION_ARSENAL,склад боєприпас,знищ,701404,Melitopol,Zaporizhzhya,Melitopol's'kyi,35.37288,46.842187,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,Детонував 5 годин: у Мелітополі знищили склад боєприпасів РФ – мер.,MACHINE_NONCANDIDATE,FALSE
282587,20230111,3,1629166,meduza,https://t.me/millnr/10036,ENERGY_GRID_SUPPORT,подстанц,удар,712734,Baydivka,Luhans'k,Starobil's'kyi,38.902523,49.158739,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Украинский удар HIMARS по электроподстанции в Первомайске Луганской области.,MACHINE_NONCANDIDATE,FALSE
251842,20230111,1,1629185,meduza,https://twitter.com/NOELreports/status/1612812055089659907,AMMUNITION_ARSENAL,складу боеприпас,удар,710209,Dekonskaya,Donets'k,Artemivs'kyi,38.114635,48.673797,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,TRUE,FALSE,"Артиллерия ВСУ, как утверждается, нанесла удар по российскому складу боеприпасов и военным, которые пытались спрятаться в ангаре в Соледаре.",MACHINE_NONCANDIDATE,FALSE
322962,20230111,1,1629186,meduza,https://t.me/ssternenko/12392,AMMUNITION_ARSENAL,склад боеприпас,уничтож,9112917,Lozove,Donets'k,Donets'ka,37.640751,47.998633,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,"Украинская артиллерия, как утверждается, уничтожила российский танк и склад боеприпасов в районе Лозового под Донецком.",MACHINE_NONCANDIDATE,FALSE
120320,20230111,1,1879187,meduza,https://t.me/millnr/10036,ENERGY_GRID_SUPPORT,подстанц,удар,701653,Mar'yevka,Luhans'k,Popasnians'kyi,38.563642,48.653821,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Mar'yevka,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Украинский удар HIMARS по электроподстанции в Первомайске Луганской области.,REVIEW,FALSE
273901,20230113,1,333932,espreso,https://espreso.tv/u-rayoni-aerodromu-v-berdyansku-prolunalo-kilka-vibukhiv-spalakhnula-pozhezha,STRATEGIC_AIRBASE,аеродром,вибух|пожеж,712451,Berdyansk,Zaporizhzhya,Berdians'ka,36.789317,46.755673,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,"У районі аеродрому в Бердянську пролунало кілька вибухів, спалахнула пожежа",MACHINE_NONCANDIDATE,FALSE
273899,20230113,1,1645057,liga,https://news.liga.net/politics/news/v-okkupirovannom-berdyanske-vzryvy-v-rayone-aerodroma-video,STRATEGIC_AIRBASE,аэродром,взрыв,712451,Berdyansk,Zaporizhzhya,Berdians'ka,36.789317,46.755673,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,В оккупированном Бердянске взрывы в районе аэродрома – видео,MACHINE_NONCANDIDATE,FALSE
238283,20230116,1,273228,ria,https://ria.ru/20230116/donetsk-1845160497.html,ENERGY_GRID_SUPPORT,подстанц,удар,709717,Donetsk,Donets'k,Donets'ka,37.80285,48.015884,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Donetsk,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,"ВСУ при обстреле Донецка нанесли удары по подстанциям, заявил мэр",REVIEW,FALSE
200287,20230119,5,273457,ria,https://ria.ru/20230119/sklad-1845938817.html,AMMUNITION_ARSENAL,склад с боеприпас,уничтож,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Российская артиллерия уничтожила украинский склад с боеприпасами в Херсоне,REVIEW,FALSE
254519,20230123,1,273732,ria,https://ria.ru/20230123/sklad-1846746402.html,AMMUNITION_ARSENAL,склад с боеприпас,уничтож,710715,Chornobaivka,Kherson,Bilozers'kyi,32.545136,46.694826,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Артиллеристы уничтожили склад с боеприпасами ВСУ в районе Чернобаевки,MACHINE_NONCANDIDATE,FALSE
191566,20230124,1,45231,interfaxua,https://interfax.com.ua/news/general/886537.html,ENERGY_GRID_SUPPORT,підстанц,ракет|удар,705812,Kropyvnytskyy,Kirovohrad,Kirovohrads'kyi,32.266371,48.510363,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,TRUE,FALSE,"СБУ викрила російського агента, який готував ракетний удар по електропідстанціях Кропивницького",MACHINE_NONCANDIDATE,FALSE
261504,20230124,2,273802,ria,https://ria.ru/20230124/sklad-1847002125.html,AMMUNITION_ARSENAL,склад боеприпас,уничтож,710771,Chorna Dolyna,Kherson,Kakhovs'kyi,33.481729,46.55783,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,В Херсонской области уничтожили заминированный растяжкой склад боеприпасов,MACHINE_NONCANDIDATE,FALSE
191564,20230124,1,1675191,pravdaua,https://www.pravda.com.ua/news/2023/01/24/7386244/,ENERGY_GRID_SUPPORT,підстанц,удар,705812,Kropyvnytskyy,Kirovohrad,Kirovohrads'kyi,32.266371,48.510363,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,"СБУ викрила агента РФ, який готував удари по електропідстанціях Кропивницького.",MACHINE_NONCANDIDATE,FALSE
191563,20230124,1,1712428,unian,https://www.unian.ua/incidents/v-kropivnickomu-zlovili-zradnika-yakiy-gotuvav-udari-po-elektropidstanciyah-foto-12120417.html,ENERGY_GRID_SUPPORT,підстанц,удар,705812,Kropyvnytskyy,Kirovohrad,Kirovohrads'kyi,32.266371,48.510363,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,"В Кропивницькому зловили зрадника, який готував удари по електропідстанціях (фото)",MACHINE_NONCANDIDATE,FALSE
44352,20230124,1,1879274,meduza,https://twitter.com/am_misfit/status/1618377810141384707,AMMUNITION_ARSENAL,складу боеприпас,Удар,692593,Stepanivka,Zaporizhzhya,Huliaipil's'kyi,36.394055,47.620247,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,"Удар по российскому складу боеприпасов, предположительно в Степановке (Запорожская область).",MACHINE_NONCANDIDATE,FALSE
55735,20230125,1,334279,espreso,https://espreso.tv/u-krimu-povidomili-pro-vibukhi-dim-vidnietsya-z-boku-viyskovogo-aerodromu-sotsmerezhi,STRATEGIC_AIRBASE,аеродром,вибух,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,"У Криму повідомили про вибухи, дим видніється з боку військового аеродрому, — соцмережі",REVIEW,FALSE
33008,20230125,1,1629289,meduza,https://t.me/warhistoryalconafter/82923,ENERGY_GRID_SUPPORT,подстанц,Ракет|удар,690648,Usatove,Odessa,Bilia‹vs'kyi,30.658013,46.512401,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,Ракетный удар по электроподстанции под Одессой. Примерная локация.,MACHINE_NONCANDIDATE,FALSE
35554,20230125,1,1629305,meduza,https://twitter.com/PaulJawin/status/1619286262929833984,AMMUNITION_ARSENAL,складу боеприпас,удар,690833,Udobnyy,Luhans'k,Kremins'kyi,38.010763,49.25181,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Udobnyy,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Артиллерия ВСУ нанесла удар по российскому складу боеприпасов в Нововодяном.,REVIEW,FALSE
200345,20230127,1,274104,ria,https://ria.ru/20230127/spetsoperatsiya-1847885691.html,AMMUNITION_ARSENAL,склад боеприпас,уничтож,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,Российские военные уничтожили склад боеприпасов на Херсонском направлении,REVIEW,FALSE
