event_id_1pd,date,R5PriorityV3,sources_matching,source_urls,asciiname,ADM1_NAME,ADM2_NAME,location_method,nearest_ru_distance_km,nearest_ru_name,a_ukr,a_rus_init,a_rus,ua_actor_text_terms,target_classes,target_terms,attack_terms,text_excerpt
62526,20221001,M2_REMAINS_UNRESOLVED,pravdaua,https://www.pravda.com.ua/news/2022/10/1/7369976/,Sevastopol,Sevastopol',Lenins'kyi,REVIEW_DISPUTED_CRIMEA,,,0,,1,,STRATEGIC_AIRBASE,аеродром,пожеж,"У Севастополі пожежа на аеродромі """"Бельбек"""", окупанти заявили про загоряння літака."
348494,20221008,M2_REMAINS_UNRESOLVED,nv,https://nv.ua/ukr/ukraine/events/udar-po-naftobazi-u-feodosiji-zmi-povidomili-pro-ataku-raketami-atacms-50456823.html,,,,REVIEW_DISPUTED_CRIMEA,,,0,,1,,FUEL_STORAGE_TERMINAL,Нафтобаз,атак|ракет,Нафтобазу у Феодосії могли атакувати ракетами ATACMS — ЗМІ
348499,20221010,M2_REMAINS_UNRESOLVED,nv,https://nv.ua/ukr/ukraine/events/feodosiya-10-zhovtnya-vibuhnula-chergova-cisterna-zagasiti-pozhezhu-nemozhlivo-50457554.html,,,,REVIEW_DISPUTED_CRIMEA,,,0,,0,,FUEL_STORAGE_TERMINAL,нафтобаз,вибух|пожеж,«Загасити пожежу неможливо». На нафтобазі у Феодосії вибухнула чергова цистерна — відео
348502,20221012,M2_REMAINS_UNRESOLVED,nv,https://nv.ua/ukr/ukraine/events/pozhezha-na-naftobazi-u-feodosiji-osint-analitiki-pokazali-urazheni-cisterni-50458029.html,,,,REVIEW_DISPUTED_CRIMEA,,,0,,0,,FUEL_STORAGE_TERMINAL,нафтобаз,Знищ|пожеж,Знищено вісім резервуарів. OSINT-аналітики показали наслідки масштабної пожежі на нафтобазі в Феодосії
62568,20221020,M2_REMAINS_UNRESOLVED,liveuamap,https://t.me/chanel24/59001,Sevastopol,Sevastopol',Lenins'kyi,REVIEW_DISPUTED_CRIMEA,,,0,,0,,STRATEGIC_AIRBASE,авіабаз,безпілот|вибух,"В окупованому Севастополі пролунали вибухи. Влада повідомляє, що безпілотник був збитий поблизу авіабази Бельбек"
51688,20221030,M2_REMAINS_UNRESOLVED,nv,https://nv.ua/ukr/ukraine/events/u-skadovskomu-rayoni-hersonskoji-oblasti-znishchili-sklad-boyepripasiv-okupantiv-novini-ukrajini-50280269.html,Skadovsk,,,REVIEW_DISPUTED_CRIMEA,,,0,,0,,AMMUNITION_ARSENAL,склад боєприпас,знищ,У Скадовському районі знищили склад боєприпасів окупантів
230792,20221102,M1_UA_ACTOR_UA_GEO,interfaxua,https://interfax.com.ua/news/general/869580.html,Henichesk,Kherson,Heniches'kyi,REVIEW_DISPUTED_CRIMEA,,,0,,0,Україн,AMMUNITION_ARSENAL,склади з боєприпас,знищ,"ЗС України на південному напрямку знищили три склади з боєприпасами у Баштанському, Бериславському та Генічеському районах"
51698,20221106,M2_REMAINS_UNRESOLVED,interfaxua,https://interfax.com.ua/news/general/870436.html,Skadovsk,,,REVIEW_DISPUTED_CRIMEA,,,0,,0,,AMMUNITION_ARSENAL,склад із боєприпас,знищ,У Скадовському районі на Херсонщині знищено склад із боєприпасами
348550,20221205,M2_REMAINS_UNRESOLVED,nv,https://nv.ua/ukr/ukraine/events/udar-po-naftobazi-rosiyan-u-feodosiji-u-gur-prokomentuvali-novini-ukrajini-50374022.html,,,,REVIEW_DISPUTED_CRIMEA,,,0,,0,,FUEL_STORAGE_TERMINAL,нафтобаз,удар,ГУР про удар по нафтобазі окупантів у Феодосії: Продовження планової роботи
145117,20220224,M1_UA_ACTOR_UA_GEO,mz,https://www.facebook.com/anton.gerashchenko.7/posts/4865046130248862|https://zona.media/online/2022/02/24/war,Kyiv,Kiev City,Shevchenkivs'kyi,DROP_LOCATION_NOT_RU,,,0,,0,Силы оборон|Украин,STRATEGIC_AIRBASE,аэродром,атак|ракет|удар|уничтож,"Советник министра Украины Антон Геращенко сообщил об атаке российских вертолетов на аэродром в Гостомеле в Киевской области. Он опубликовал видео, на котором, по его словам, один из сбитых вертолетов, всего было сбито три. На видео, снятых местными жителями, говорят, что вертолетов было «штук 20». «Бомбят аэропорт», — говорит голос за кадров. || При захвате аэродрома в Гостомеле под Киевом были убиты больше «200 националистов», утверждает российское Минобороны. «При захвате аэродрома было уничтожено более двухсот националистов из состава специальных подразделений Украины», — сказали в военном ведомстве. || В сводке генштаба вооруженных сил Украины говорится, что информация о российском де..."
228979,20220224,M1_UA_ACTOR_UA_GEO,mz,https://www.facebook.com/anton.gerashchenko.7/posts/4865046130248862|https://zona.media/online/2022/02/24/war,Hostomel,Kiev,Kyievo-Sviatoshyns'kyi,DROP_LOCATION_NOT_RU,,,0,,0,Украин,STRATEGIC_AIRBASE,аэродром,атак|уничтож,"Советник министра Украины Антон Геращенко сообщил об атаке российских вертолетов на аэродром в Гостомеле в Киевской области. Он опубликовал видео, на котором, по его словам, один из сбитых вертолетов, всего было сбито три. На видео, снятых местными жителями, говорят, что вертолетов было «штук 20». «Бомбят аэропорт», — говорит голос за кадров. || При захвате аэродрома в Гостомеле под Киевом были убиты больше «200 националистов», утверждает российское Минобороны. «При захвате аэродрома было уничтожено более двухсот националистов из состава специальных подразделений Украины», — сказали в военном ведомстве. || Советник министра Украины Антон Геращенко сообщил об атаке российских вертолетов на..."
27256,20220224,M1_UA_ACTOR_UA_GEO,mz,https://zona.media/online/2022/02/24/war,Volnovakha,Donets'k,Volnovas'kyi,DROP_LOCATION_NOT_RU,,,0,,0,ВСУ|Украин,STRATEGIC_AIRBASE,аэродром,атак|ракет|удар,"— Минобороны России утверждает, что наступление ведут силы ДНР и ЛНР при огневой поддержке ВС РФ — Ведомство настаивает, что атакует только высокоточным оружием и только инфраструктуру вооруженных сил Украины — Видеозаписи о гражданских жертвах объявлены постановочными фейками — Минобороны России сообщает, что некоторые части пограничников складывают оружие, по их позициям огонь не ведется Полная расшифровка брифинга: «В соответствии с решением верховного главнокомандующего вооруженными силами Российской Федерации, 24 февраля российские вооруженные силы приступили к проведению специальной военной операции по защите Донецкой и Луганской народных республик. Утром народные милиции ДНР и ЛНР,..."
27259,20220224,M1_UA_ACTOR_UA_GEO,mz,,Volnovakha,Donets'k,Volnovas'kyi,DROP_LOCATION_NOT_RU,,,0,,1,ВСУ|Украин,STRATEGIC_AIRBASE,аэродром,атак|ракет|удар,"— Минобороны России утверждает, что наступление ведут силы ДНР и ЛНР при огневой поддержке ВС РФ — Ведомство настаивает, что атакует только высокоточным оружием и только инфраструктуру вооруженных сил Украины — Видеозаписи о гражданских жертвах объявлены постановочными фейками — Минобороны России сообщает, что некоторые части пограничников складывают оружие, по их позициям огонь не ведется Полная расшифровка брифинга: «В соответствии с решением верховного главнокомандующего вооруженными силами Российской Федерации, 24 февраля российские вооруженные силы приступили к проведению специальной военной операции по защите Донецкой и Луганской народных республик. Утром народные милиции ДНР и ЛНР,..."
342494,20220224,M1_UA_ACTOR_UA_GEO,mz,https://www.facebook.com/anton.gerashchenko.7/posts/4865046130248862,Nahortsi,Kiev,Ivankivs'kyi,DROP_LOCATION_NOT_RU,,,0,,0,украин,STRATEGIC_AIRBASE,аэродром,Уничтож|ракет,"Российские СМИ публикуют информацию от Минобороны России. Территория в районе Чернобыльской АЭС накануне была взята под полный контроль российских войск, с военнослужащими украинского батальона охраны станции «достигнута договоренность о совместном обеспечении безопасности», радиоактивный фон в норме (при этом в инспекции ядерного регулирования Украины говорят, что радиоционный фон повысился из-за перемещения тяжеловесной техники по земле). В районе острова Змеиный сдались 82 украинских военных, с них берут подписку об отказе от боев и отпускают, утверждают в министерстве. Всего сложили оружие более 150 военных. Уничтожено 11 военных аэродромов, 13 пунктов управления, 14 зенитных ракетных..."
65163,20220224,M1_UA_ACTOR_UA_GEO,mz,https://zona.media/online/2022/02/24/war,Ruttschenkowo,Donets'k,Donets'ka,DROP_LOCATION_NOT_RU,,,0,,0,ВСУ|Силы оборон|Украин,STRATEGIC_AIRBASE,аэродром,атак|ракет|удар,"— Минобороны России утверждает, что наступление ведут силы ДНР и ЛНР при огневой поддержке ВС РФ — Ведомство настаивает, что атакует только высокоточным оружием и только инфраструктуру вооруженных сил Украины — Видеозаписи о гражданских жертвах объявлены постановочными фейками — Минобороны России сообщает, что некоторые части пограничников складывают оружие, по их позициям огонь не ведется Полная расшифровка брифинга: «В соответствии с решением верховного главнокомандующего вооруженными силами Российской Федерации, 24 февраля российские вооруженные силы приступили к проведению специальной военной операции по защите Донецкой и Луганской народных республик. Утром народные милиции ДНР и ЛНР,..."
145205,20220225,M1_UA_ACTOR_UA_GEO,mz,https://zona.media/online/2022/02/24/war-2,Kyiv,Kiev City,Shevchenkivs'kyi,DROP_LOCATION_NOT_RU,,,0,,0,Украин,STRATEGIC_AIRBASE,аэродром,уничтож,"При захвате аэродрома в Гостомеле под Киевом были убиты больше «200 националистов», утверждает российское Минобороны. «При захвате аэродрома было уничтожено более двухсот националистов из состава специальных подразделений Украины», — сказали в военном ведомстве."
342498,20220225,M1_UA_ACTOR_UA_GEO,mz,https://zona.media/online/2022/02/24/war-2,Nahortsi,Kiev,Ivankivs'kyi,DROP_LOCATION_NOT_RU,,,0,,0,украин,STRATEGIC_AIRBASE,аэродром,Уничтож|ракет,"Российские СМИ публикуют информацию от Минобороны России. Территория в районе Чернобыльской АЭС накануне была взята под полный контроль российских войск, с военнослужащими украинского батальона охраны станции «достигнута договоренность о совместном обеспечении безопасности», радиоактивный фон в норме (при этом в инспекции ядерного регулирования Украины говорят, что радиоционный фон повысился из-за перемещения тяжеловесной техники по земле). В районе острова Змеиный сдались 82 украинских военных, с них берут подписку об отказе от боев и отпускают, утверждают в министерстве. Всего сложили оружие более 150 военных. Уничтожено 11 военных аэродромов, 13 пунктов управления, 14 зенитных ракетных..."
145301,20220226,M1_UA_ACTOR_UA_GEO,mz,https://t.me/uniannet/32695,Kyiv,Kiev City,Shevchenkivs'kyi,DROP_LOCATION_NOT_RU,,,0,,0,ВСУ|Украин,FUEL_STORAGE_TERMINAL|STRATEGIC_AIRBASE,авиабаз|аэродром|нефтебаз,взрыв|ракет|удар,"В городе Василькове в 25 километрах к юго-западу от окраины Киева после ракетного удара загорелась нефтебаза, пишет «Сегодня» со ссылкой на мэра города Наталью Баласинович. «Уважаемая Васильковская община! Вы видите все происходящее. Видите огонь. Это, к сожалению, горит нефтебаза на Крячках. Сегодня весь день шли мощные обстрелы баллистическими ракетами, в том числе — нашего аэродрома. И сейчас идут обстрелы. Ночь будет непростой, что у нас, что в Киеве. <﻿…﻿> Если вы слышите сильные взрывы — идите в укрытия», — приводит ее слова Znak. Вчера УНИАН сообщал о боях в Василькове после попытки высадить десант с воздуха. «Украинская правда» со ссылкой на неназванного собеседника в командовании..."
32209,20220226,M1_UA_ACTOR_UA_GEO,mz,https://t.me/uniannet/32695,Vasylkiv,Kiev,Vasyl'kivs'kyi,DROP_LOCATION_NOT_RU,,,0,,0,ВСУ|Украин,FUEL_STORAGE_TERMINAL|STRATEGIC_AIRBASE,авиабаз|аэродром|нефтебаз,взрыв|ракет|удар,"В городе Василькове в 25 километрах к юго-западу от окраины Киева после ракетного удара загорелась нефтебаза, пишет «Сегодня» со ссылкой на мэра города Наталью Баласинович. «Уважаемая Васильковская община! Вы видите все происходящее. Видите огонь. Это, к сожалению, горит нефтебаза на Крячках. Сегодня весь день шли мощные обстрелы баллистическими ракетами, в том числе — нашего аэродрома. И сейчас идут обстрелы. Ночь будет непростой, что у нас, что в Киеве. <﻿…﻿> Если вы слышите сильные взрывы — идите в укрытия», — приводит ее слова Znak. Вчера УНИАН сообщал о боях в Василькове после попытки высадить десант с воздуха. «Украинская правда» со ссылкой на неназванного собеседника в командовании..."
145724,20220303,M1_UA_ACTOR_UA_GEO,mz,https://www.youtube.com/watch?v=fYUT36YGOh8,Kyiv,Kiev City,Shevchenkivs'kyi,DROP_LOCATION_NOT_RU,,,0,,0,украин,STRATEGIC_AIRBASE,аэродром,атак,"Российский «Первый канал» опубликовал репортаж из аэродрома Гостомель под Киевом. На кадрах репортажа виден сожженный самолет Ан-225 «Мрия» — один из самых больших и мощных самолетов украинского производства в мире. Сотрудница «Первого канала» утверждает, что в ангар, где находилось судно, попал снаряд украинской артиллерии. 27 февраля, на четвертый день вторжения в Украину, Верховная рада сообщала, что «Мрия» сгорела в результате воздушной атаки российских войск."
29408,20220305,M1_UA_ACTOR_UA_GEO,mz,https://www.instagram.com/p/Cat6IYVqteF/,Vinnytsya,Vinnytsya,Vinnyts'ka,DROP_LOCATION_NOT_RU,,,0,,0,ВСУ|Украин,STRATEGIC_AIRBASE,аэродром,ракет|удар|уничтож,"Советник главы МВД Украины Антон Геращенко опубликовал фото и видео последствий ракетного удара по аэропорту в Виннице. Снимки непосредственно с территории разрушенного аэродрома у себя в телеграм-канале выложил мэр Винницы Сергей Моргунов. Ранее Владимир Зеленский сообщил, что в результате ракетного удара аэропорт оказался разрушен. Глава МИД Украины уточнил, что удар по Виннице был нанесен крылатыми ракетами. || Вечерний брифинг Минобороны, коротко: — Минобороны подтвердило уничтожение аэродрома в Виннице; — Практически вся боеспособная авиация ВСУ уничтожена, утверждают в Минобороны; — Также в Минобороны утверждают, что оставшаяся украинская авиация базируется в соседних странах, в том..."
65918,20220505,M1_UA_ACTOR_UA_GEO,meduza,https://twitter.com/Kramatorsk_Post/status/1522617227329126402,Ruttschenkowo,Donets'k,Donets'ka,DROP_LOCATION_NOT_RU,,,0,,0,украин,AMMUNITION_ARSENAL,склад боеприпас,ракет|удар|уничтож,"Разрушения на предприятии Энергомашспецсталь в Краматорске (Донецкая область) после ракетного удара. Как сообщается, почти полностью уничтожено оборудование кузнечно-прессового цеха. Российское Минобороны утверждает, что там был украинский склад боеприпасов. ."
336556,20220520,M1_UA_ACTOR_UA_GEO,ntv,https://www.ntv.ru/novosti/2706383/,Miskyi Ostriv,Donets'k,Mariupol's'ka,DROP_LOCATION_NOT_RU,,,0,,0,украин,DEFENSE_INDUSTRY,"военная операция России Условия, в которых содержат сдавшихся военнопленных с завод",атак,"Пленных с «Азовстали» навестили представители украинской стороны и сотрудники Красного Креста — Специальная военная операция России Условия, в которых содержат сдавшихся военнопленных с завода «Азовсталь», проверила специальная делегация. В нее вошли представители Украины и сотрудники Красного Креста. Они посетили пункт, куда привозят сложивших оружие боевиков нацформирований. Только накануне с белым флагом из катакомб предприятия вышли около 700 человек. Среди них много раненых. Нацистов из «Азовстали» вывозили автобусами под чуткой охраной российских военных и сил народной милиции."
192361,20220610,M1_UA_ACTOR_UA_GEO,meduza,https://t.me/milinfolive/85166,Kryvoruchka,Mykolayiv,Voznesens'kyi,DROP_LOCATION_NOT_RU,,,0,,1,Украин,STRATEGIC_AIRBASE,аэродром,удар|уничтож,"Как утверждается, уничтоженный российским ударом Су-25 ВВС Украины на военном аэродроме Мартыновское под Вознесенском (Николаевская область)."
342727,20220624,M1_UA_ACTOR_UA_GEO,meduza,https://t.me/NeoficialniyBeZsonoV/15122,Polihon,Mykolayiv,Zhovtnevyi,DROP_LOCATION_NOT_RU,,,0,,0,украин,AMMUNITION_ARSENAL,склад боеприпас,уничтож,"Утверждается, что российская артиллерия уничтожила украинские полевой склад боеприпасов и позиции под Николаевым (Николаевская область)."
144069,20220722,M1_UA_ACTOR_UA_GEO,interfaxua,https://interfax.com.ua/news/general/847734.html,Lysychansk,Luhans'k,Lysychans'ka,DROP_LOCATION_NOT_RU,,,0,,1,ЗСУ,REFINING_PETROCHEM_GAS,НПЗ,атак,ЗСУ у четвер відбили ворожі атаки з боку Лисичанського НПЗ
67512,20220825,M1_UA_ACTOR_UA_GEO,meduza,https://t.me/milinfolive/89756,Ruttschenkowo,Donets'k,Donets'ka,DROP_LOCATION_NOT_RU,,,0,,0,ВСУ,AMMUNITION_ARSENAL,склад боеприпас,уничтож,"Как утверждается, силы непризнанной ДНР уничтожили склад боеприпасов и укрепрайон ВСУ в районе Первомайского (Донецкая область)."
259599,20220828,M1_UA_ACTOR_UA_GEO,militarnyy,https://mil.in.ua/uk/news/zsu-pidtverdyly-znyshhennya-komandnyh-punktiv-ta-skladiv-boyeprypasiv-na-hersonshhyni/,Chorna Dolyna,Kherson,Kakhovs'kyi,DROP_LOCATION_NOT_RU,,,1,,0,ЗСУ,AMMUNITION_ARSENAL,"складів боєприпасів на Херсонщині. В Оперативному командуванні """"""""""""""""Південь"""""""""""""""" підтвердили знищення командних пунктів ворога та складів з боєприпас",знищ,"ЗСУ підтвердили знищення командних пунктів та складів боєприпасів на Херсонщині. В Оперативному командуванні """"""""""""""""Південь"""""""""""""""" підтвердили знищення командних пунктів ворога та складів з боєприпасами на Херсонщині. Про це йдеться у зв..."
73087,20220917,M1_UA_ACTOR_UA_GEO,meduza,https://twitter.com/am_misfit/status/1572984853938962433,Rubtsi,Donets'k,Krasnolymans'kyi,DROP_LOCATION_NOT_RU,,,1,,0,ВСУ,AMMUNITION_ARSENAL,склад с боеприпас,уничтож,"Как утверждается, артиллерия ВСУ уничтожила российский склад с боеприпасами и техникой в селе Рубцы (Донецкая область). Дата съемки неизвестна. Позднее село перешло под контроль ВСУ."
228256,20221031,M1_UA_ACTOR_UA_GEO,meduza,https://twitter.com/PaulJawin/status/1587325488208527360,Blahodatne,Donets'k,Velykonovosilkivs'kyi,DROP_LOCATION_NOT_RU,,,1,,0,Украин,AMMUNITION_ARSENAL,склад боеприпас,уничтож,"Украинская артиллерия, как утверждается, уничтожает российские РСЗО, склад боеприпасов и комплекс РЭБ южнее Великой Новоселки. Российские войска с марта безуспешно пытаются взять украинскую """"""""крепость"""""""" в этом районе."
331048,20221118,M1_UA_ACTOR_UA_GEO,meduza,https://t.me/LPR_JCCC/7695,Chapaievka,Luhans'k,Antratsytivs'kyi,DROP_LOCATION_NOT_RU,,,0,,0,украин,ENERGY_GRID_SUPPORT,подстанц,атак|дрон|поврежд,"В поселке Чапаевка в Луганской области двумя украинскими дронами атакована электроподстанция. Как утверждается, из-за обстрела повреждены два трансформатора."
153152,20221124,M1_UA_ACTOR_UA_GEO,pravdaua,https://www.pravda.com.ua/news/2022/11/24/7377735/,Kyiv,Kiev City,Shevchenkivs'kyi,DROP_LOCATION_NOT_RU,,,0,,1,Україн,ENERGY_GRID_SUPPORT,підстанц,Удар,"Удари по ТЕС і підстанціях не змусять Україну до переговорів із Росією – ISW. Росія здійснила сьому серію масованих по житлових будинках, теплових електростанціях і підстанціях у Києві та кількох областях України, але це не змусить українську владу домовлятися з Москвою, констатують в Інституті вивчення війни."
36851,20221214,M1_UA_ACTOR_UA_GEO,meduza,https://twitter.com/mdfzeh/status/1610212399046352898,Torske,Donets'k,Krasnolymans'kyi,DROP_LOCATION_NOT_RU,,,0,,1,украин,AMMUNITION_ARSENAL,склада боеприпас,удар|уничтож,"Как утверждается, уничтожение артиллерийским ударом украинского склада боеприпасов в Торском."
