event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text,ru_scope_text,representative_text,Stage1Triage,CandidateCensusComplete,ScopeAutoV1,ManualReviewRequired,UnknownPriorityV2,UnknownPriorityReasonV2,RussiaTargetTextHitsV2,UkraineActorEvidenceV2,RussiaActorEvidenceV2,UkraineAdm1EvidenceV2,CrimeaAdm1EvidenceV2,RussiaReviewMethodEvidenceV2
73361,20250302,1,2276831,liveuamap,https://t.me/GeneralStaffZSU/21497,AMMUNITION_ARSENAL|REFINING_PETROCHEM_GAS,нафтоперероб|складу термобаричних боєприпас,удар,694677,Selydove,Donets'k,Novohrodivs'ka,37.30854,48.14859,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,1,a_ukr_b,0,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Генштаб ЗСУ заявляє про удари по складу термобаричних боєприпасів у Селидовому на окупованій частині Донецької області та Ільському нафтопереробному заводі в Краснодарському краї.,REVIEW,FALSE,UNKNOWN,TRUE,M1_UA_ACTOR_UA_GEO,UA_ACTOR_WITH_UKRAINE_GEOCODE_REQUIRES_TEXT_CHECK,,TRUE,TRUE,TRUE,FALSE,FALSE
132875,20250304,1,2277178,liveuamap,https://t.me/rostov_glavniy/110625,FUEL_STORAGE_TERMINAL,нафтобаз,безпілот|удар,701104,Milove,Luhans'k,Milovs'kyi,40.13198,49.38516,STRICT,COORDINATE_RU_STRICT,0.578,810743,Proletarka,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,У місті Чортково Ростовської області внаслідок удару безпілотника загорілася нафтобаза,REVIEW,FALSE,UNKNOWN,TRUE,L2_RUS_ACTOR_UA_GEO,RUSSIAN_ACTOR_AND_UKRAINE_GEOCODE,,FALSE,TRUE,TRUE,FALSE,FALSE
373640,20250311,2,2284602,espreso,https://espreso.tv/svit-pitannya-suverenitetu-siyarto-zayaviv-shcho-cherez-ataku-ukraini-na-naftoprovid-druzhba-zupinilis-postavki-nafti-do-ugorshchini,PIPELINE_PUMPING,нафтопров,атак,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"""""Питання суверенітету"""": Сіярто заявив, що через атаку України на нафтопровід """"Дружба"""" зупинились поставки нафти до Угорщини",REVIEW,FALSE,UNKNOWN,TRUE,H1_RUSSIA_TARGET_TEXT,KNOWN_RUSSIA_2025_TARGET_OR_PLACE_TEXT,Дружба,TRUE,FALSE,TRUE,FALSE,TRUE
111939,20250311,1,2285567,unian,https://www.unian.ua/war/odesa-rosiya-vdarila-balistikoyu-po-morskomu-portu-novini-odesi-12942402.html,PORT_EXPORT_LOGISTICS,порт,атак,698740,Odessa,Odessa,Odes'ka,30.73169,46.48421,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,Росія атакувала балістикою Одеський порт: загинули моряки іноземного судна (фото),REVIEW,FALSE,UNKNOWN,TRUE,M1_UA_ACTOR_UA_GEO,UA_ACTOR_WITH_UKRAINE_GEOCODE_REQUIRES_TEXT_CHECK,,TRUE,TRUE,TRUE,FALSE,FALSE
373644,20250312,1,2284786,liveuamap,https://t.me/rentv_news/170964,PIPELINE_PUMPING,нафтопров,атак|безпілот,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,a_ukr_init_b,1,a_ukr_b,0,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,"Постачання нафти з Росії до Угорщини призупинено через атаку українського безпілотника на вимірювальну станцію нафтопроводу """"""""Дружба"""""""", - заявив міністр закордонних справ Угорщини Петер Сійярто.",REVIEW,FALSE,UNKNOWN,TRUE,H1_RUSSIA_TARGET_TEXT,KNOWN_RUSSIA_2025_TARGET_OR_PLACE_TEXT,Дружба,TRUE,TRUE,TRUE,FALSE,TRUE
373645,20250312,1,2284824,liveuamap,https://t.me/rentv_news/170964,PIPELINE_PUMPING,нафтопров,атак|безпілот,9114074,Druzhba,Donets'k,Kostiantynivs'kyi,37.91028,48.41,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Druzhba,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,1,a_rus_b,1,TRUE,FALSE,"Постачання нафти з Росії до Угорщини призупинено через атаку українського безпілотника на вимірювальну станцію нафтопроводу """"Дружба"""", - заявив міністр закордонних справ Угорщини Петер Сійярто.",REVIEW,FALSE,UNKNOWN,TRUE,H1_RUSSIA_TARGET_TEXT,KNOWN_RUSSIA_2025_TARGET_OR_PLACE_TEXT,Дружба,TRUE,TRUE,TRUE,FALSE,TRUE
6376,20250325,1,2298132,espreso,https://espreso.tv/viyna-z-rosiyeyu-zavodi-peretvorilis-na-skladi-dlya-poshkodzhenoi-tekhniki-atesh-pro-situatsiyu-v-sudnobudivniy-galuzi-rf-u-krimu,MILITARY_REPAIR_SHIPYARD,суднобуд,пошкодж,687499,Zavody,Kharkiv,Iziums'kyi,37.07819,49.15037,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Zavody,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,"Заводи перетворились на склади для пошкодженої техніки: """"Атеш"""" про ситуацію в суднобудівній галузі РФ у Криму",REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,FALSE,TRUE,FALSE,TRUE
236201,20250410,1,2314367,espreso,https://espreso.tv/kryminal-sbu-zatrimala-agenta-rf-yakiy-planuvav-navesti-rosiyskiy-udar-na-odnu-z-klyuchovikh-elektropidstantsiy-u-khersoni,ENERGY_GRID_SUPPORT,підстанц,удар,706448,Kherson,Kherson,Khersons'ka,32.61496,46.64032,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,"СБУ затримала агента РФ, який планував навести російський удар на одну з ключових електропідстанцій у Херсоні",REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,TRUE,TRUE,FALSE,TRUE
67651,20250425,5,2331508,unian,https://www.unian.ua/war/ataka-bezpilotnikiv-na-aerodromi-u-krimu-polkovnik-zapasu-ociniv-do-chogo-gotuyutsya-zsu-12989487.html,STRATEGIC_AIRBASE,аеродром,Атак|безпілот,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"Атака безпілотників на аеродроми у Криму: полковник запасу оцінив, до чого готуються ЗСУ",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE
67699,20250502,1,2337781,espreso,https://espreso.tv/viyna-z-rosiyeyu-bpla-masovano-atakuvali-rosiyski-viyskovi-aerodromi-v-krimu,STRATEGIC_AIRBASE,аеродром,атак,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,БПЛА масовано атакували російські військові аеродроми в Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE
67703,20250502,1,2338843,unian,https://www.unian.ua/war/ataka-na-krim-2-travnya-bezpilotniki-vdarili-po-aerodromah-12995892.html,STRATEGIC_AIRBASE,аеродром,Безпілот,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,Безпілотники масовано вдарили по Криму: ціллю стали аеродроми (відео),REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE
67742,20250516,1,2352103,unian,https://www.unian.ua/war/krim-pid-atakoyu-gorit-sklad-boyepripasiv-pracyuye-ppo-13009881.html,AMMUNITION_ARSENAL|STRATEGIC_AIRBASE,аеродром|склад боєприпас,атак|вибух,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,"У Криму прогриміли гучні вибухи: під атакою аеродроми, палає склад боєприпасів (відео)",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE
67744,20250517,2,2353802,unian,https://www.unian.ua/war/vibuhi-v-krimu-droni-sbu-urazili-skladi-boyepripasiv-voroga-video-13010913.html,AMMUNITION_ARSENAL,склади боєприпас,Дрон,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"Дрони СБУ рознесли склади боєприпасів окупантів в Криму, - джерела (відео)",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE
67745,20250517,1,2352981,espreso,https://espreso.tv/viyna-z-rosiyeyu-droni-sbu-urazili-skladi-boepripasiv-126-brigadi-beregovoi-oboroni-rf-u-krimu-zmi,AMMUNITION_ARSENAL,склади боєприпас,Дрон,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Дрони СБУ уразили склади боєприпасів 126-ї бригади берегової оборони РФ у Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE
67786,20250605,1,2370146,unian,https://www.unian.ua/world/viyna-v-ukrajini-chomu-tramp-ne-vidreaguvav-na-udari-sbu-po-aerodromah-rf-13028913.html,STRATEGIC_AIRBASE,аеродром,удар,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"Експерт припустив, чому Трамп мовчить про удари України по аеродромах РФ та Кримському мосту",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE
67828,20250628,1,2427790,liga,https://news.liga.net/politics/news/sputnik-nasa-zafiksiroval-bolshoi-pozhar-na-aerodrome-kirovskoe-v-krymu-posle-udara-sbu,STRATEGIC_AIRBASE,аэродром,пожар|удар,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,"На аэродроме """"Кировское"""" в оккупированном Крыму случился большой пожар после удара СБУ",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE
67824,20250628,1,2394723,espreso,https://espreso.tv/viyna-z-rosiyeyu-droni-sbu-atakuvali-viyskoviy-aerodrom-kirovske-v-krimu-znishcheno-vorozhiy-zgrk-pantsir-s1-ta-tri-gelikopteri,STRATEGIC_AIRBASE,аеродром,Дрон|атак|знищ,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"Дрони СБУ атакували військовий аеродром """"Кіровське"""" в Криму: знищено ворожий ЗГРК """"Панцир-С1"""" та три гелікоптери",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE
67829,20250629,1,2396139,liga,https://news.liga.net/all/chronicle/novaya-ugroza-iz-rossii-vse-glavnoe-ob-eskalatsii-voennoy-agressii-rf-protiv-ukrainy-live,STRATEGIC_AIRBASE,аэродром,атак|ракет,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"РФ атаковала Украину ракетами и БпЛА, СБУ попала по аэродрому оккупантов в Крыму – LIVE",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE
82322,20250703,1,2400402,espreso,https://espreso.tv/viyna-z-rosiyeyu-droni-sbu-urazili-skladi-boepripasiv-rf-bilya-okupovanogo-khartsizka-na-donechchini,AMMUNITION_ARSENAL,склади боєприпас,Дрон,695094,Ruttschenkowo,Donets'k,Donets'ka,37.67529,47.95508,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Дрони СБУ уразили склади боєприпасів РФ біля окупованого Харцизька на Донеччині,REVIEW,FALSE,UNKNOWN,TRUE,M1_UA_ACTOR_UA_GEO,UA_ACTOR_WITH_UKRAINE_GEOCODE_REQUIRES_TEXT_CHECK,,TRUE,TRUE,TRUE,FALSE,FALSE
