event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text,ru_scope_text,representative_text,Stage1Triage,CandidateCensusComplete,ScopeAutoV1,ManualReviewRequired,UnknownPriorityV2,UnknownPriorityReasonV2,RussiaTargetTextHitsV2,UkraineActorEvidenceV2,RussiaActorEvidenceV2,UkraineAdm1EvidenceV2,CrimeaAdm1EvidenceV2,RussiaReviewMethodEvidenceV2
55630,20230104,1,272451,ria,https://ria.ru/20230104/bespilotniki-1843011703.html,STRATEGIC_AIRBASE,аэродром,беспилот,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,Система ПВО сбила два беспилотника над морем у аэродрома в Крыму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,FALSE,FALSE,TRUE,FALSE
55631,20230104,1,1711593,unian,https://www.unian.ua/war/zmi-povidomlyayut-pro-vibuhi-bilya-aerodromu-belbek-u-krimu-12098796.html,STRATEGIC_AIRBASE,аеродром,вибух,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,ЗМІ повідомляють про вибухи біля аеродрому Бельбек у Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,FALSE,FALSE,TRUE,FALSE
200200,20230109,1,333758,espreso,https://espreso.tv/unochi-armiya-rf-atakuvala-pidpriemstvo-kritichnoi-infrastrukturi-v-khersoni-zruynovano-elektropidstantsiyu,ENERGY_GRID_SUPPORT,підстанц,атак,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,"Уночі армія РФ атакувала підприємство критичної інфраструктури в Херсоні, зруйновано електропідстанцію",REVIEW,FALSE,UNKNOWN,TRUE,L2_RUS_ACTOR_UA_GEO,RUSSIAN_ACTOR_AND_UKRAINE_GEOCODE,,FALSE,TRUE,TRUE,FALSE,TRUE
120320,20230111,1,1879187,meduza,https://t.me/millnr/10036,ENERGY_GRID_SUPPORT,подстанц,удар,701653,Mar'yevka,Luhans'k,Popasnians'kyi,38.563642,48.653821,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Mar'yevka,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Украинский удар HIMARS по электроподстанции в Первомайске Луганской области.,REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,FALSE,TRUE,FALSE,TRUE
55735,20230125,1,334279,espreso,https://espreso.tv/u-krimu-povidomili-pro-vibukhi-dim-vidnietsya-z-boku-viyskovogo-aerodromu-sotsmerezhi,STRATEGIC_AIRBASE,аеродром,вибух,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,"У Криму повідомили про вибухи, дим видніється з боку військового аеродрому, — соцмережі",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,FALSE,FALSE,TRUE,FALSE
35554,20230125,1,1629305,meduza,https://twitter.com/PaulJawin/status/1619286262929833984,AMMUNITION_ARSENAL,складу боеприпас,удар,690833,Udobnyy,Luhans'k,Kremins'kyi,38.010763,49.25181,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Udobnyy,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Артиллерия ВСУ нанесла удар по российскому складу боеприпасов в Нововодяном.,REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,FALSE,TRUE,FALSE,TRUE
200345,20230127,1,274104,ria,https://ria.ru/20230127/spetsoperatsiya-1847885691.html,AMMUNITION_ARSENAL,склад боеприпас,уничтож,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,FALSE,FALSE,Российские военные уничтожили склад боеприпасов на Херсонском направлении,REVIEW,FALSE,UNKNOWN,TRUE,L2_RUS_ACTOR_UA_GEO,RUSSIAN_ACTOR_AND_UKRAINE_GEOCODE,,FALSE,TRUE,TRUE,FALSE,TRUE
200373,20230130,3,274243,ria,https://ria.ru/20230130/napravlenie-1848409111.html,AMMUNITION_ARSENAL,склад с боеприпас,уничтож,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,На Херсонском направлении российские силы уничтожили склад с боеприпасами,REVIEW,FALSE,UNKNOWN,TRUE,L3_UA_GEO_NO_UA_ACTOR,UKRAINE_GEOCODE_WITHOUT_UA_ACTOR_EVIDENCE,,FALSE,FALSE,TRUE,FALSE,TRUE
200424,20230207,7,274839,ria,https://ria.ru/20230207/spetsoperatsiya-1850310353.html,AMMUNITION_ARSENAL,склад боеприпас,уничтож,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,ВС России уничтожили украинский склад боеприпасов на Херсонском направлении,REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,FALSE,TRUE,FALSE,TRUE
292845,20230302,1,1676294,pravdaua,https://www.pravda.com.ua/news/2023/03/2/7391754/,AMMUNITION_ARSENAL,склад із боєприпас,атак,713174,Bakhmut,Donets'k,Artemivs'ka,38.001988,48.589471,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Bakhmut,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,ЗСУ відбили атаки ворога на Бахмут та уразили склад із боєприпасами – Генштаб.,REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,FALSE,TRUE,FALSE,TRUE
