event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text,ru_scope_text,representative_text,Stage1Triage,CandidateCensusComplete,ScopeAutoV1,ManualReviewRequired,UnknownPriorityV2,UnknownPriorityReasonV2,RussiaTargetTextHitsV2,UkraineActorEvidenceV2,RussiaActorEvidenceV2,UkraineAdm1EvidenceV2,CrimeaAdm1EvidenceV2,RussiaReviewMethodEvidenceV2
305868,20240109,1,1636497,meduza,https://t.me/The_Wrong_Side/14078,AMMUNITION_ARSENAL,складу боеприпас,удар,807359,Zavody Pervyye,Kharkiv,Vovchans'kyi,36.942443,50.262666,REVIEW,REVIEW_COORDINATE_NEAR_RU,12.029,489051,Staraya Tavolzhanka,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,TRUE,FALSE,"Авиация ВС РФ, как утверждается, нанесла удар по украинскому складу боеприпасов в Волчанске в Харьковской области.",REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,TRUE,TRUE,FALSE,TRUE
240255,20240303,1,1050232,interfaxua,https://interfax.com.ua/news/general/971199.html,AMMUNITION_ARSENAL,склад боєприпас,знищ,709717,Donetsk,Donets'k,Donets'ka,37.80285,48.015884,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Donetsk,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,"ССО знищили на Донецькому напрямку ворожий склад боєприпасів, БПЛА та ретранслятор",REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,FALSE,TRUE,FALSE,TRUE
203297,20240309,1,1066254,interfaxua,https://interfax.com.ua/news/general/972549.html,AMMUNITION_ARSENAL,склад боєприпас,знищ,706448,Kherson,Kherson,Khersons'ka,32.614962,46.640319,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kherson,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Українські аеророзвідники знищили гаубицю і склад боєприпасів противника в Херсонській області,REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,FALSE,TRUE,FALSE,TRUE
23592,20240407,1,1636951,meduza,https://twitter.com/strategicbakery/status/1778009522784674097,REFINING_PETROCHEM_GAS,нефтеперерабат,Атак,688983,Voroshilovka,Luhans'k,Popasnians'kyi,38.23533,48.8625,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Voroshilovka,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,1,TRUE,FALSE,Атака российской пехоты на мотоциклах возле Верхекаменского у Лисичанского нефтеперерабатывающего завода под огнем ВСУ.,REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,TRUE,TRUE,FALSE,TRUE
349448,20240428,1,1268930,liveuamap,https://t.me/rusbrief/224996,REFINING_PETROCHEM_GAS,нафтоперероб,атак|безпілот|пошкодж,,,,,38.13644,45.22444,STRICT,COORDINATE_RU_STRICT,1.128,504593,Stantsiya Protoka,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,TRUE,FALSE,"Під час атаки українських безпілотників на нафтопереробний завод у Краснодарському краї була пошкоджена ректифікаційна колона, повідомив глава Слов'янського району регіону.",REVIEW,FALSE,UNKNOWN,TRUE,H3_UA_ACTOR_NO_CLEAR_UA_GEO,UA_ACTOR_WITHOUT_CLEAR_UKRAINE_OR_CRIMEA_ADM1,,TRUE,TRUE,FALSE,FALSE,FALSE
27977,20240722,1,1637743,meduza,https://t.me/DeepStateUA/19985,DEFENSE_INDUSTRY,военным на новых позициях на территории  Волчанскомго агрегатного завод,Удар|дрон,689304,Vovchansk,Kharkiv,Vovchans'kyi,36.944919,50.292266,REVIEW,REVIEW_COORDINATE_NEAR_RU,9.890,6730389,Shebekino Pole,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,TRUE,FALSE,Удар украинского гусеничного наземного дрона по российским военным на новых позициях на территории  Волчанскомго агрегатного завода.,REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,TRUE,TRUE,FALSE,TRUE
59435,20240728,1,1446350,espreso,https://espreso.tv/viyna-z-rosiyeyu-ukrainski-droni-na-aerodromi-olenya-pozhezha-v-tuapse-ta-vibukhi-u-timchasovo-okupovanomu-krimu-de-v-rosiyan-vibukhalo-ta-palalo-tsogo-tizhnya,STRATEGIC_AIRBASE,аеродром,вибух|дрон|пожеж,693805,Simferopol,Crimea,Simferopol's'ka,34.0994127132379,44.9536335,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,TRUE,FALSE,"Українські дрони на аеродромі """"Оленья"""", пожежа в Туапсе та вибухи в тимчасово окупованому Криму: де в росіян вибухало та палало цього тижня",REVIEW,FALSE,UNKNOWN,TRUE,H1_RUSSIA_TARGET_TEXT,KNOWN_RUSSIA_2024_TARGET_OR_PLACE_TEXT,Оленья|Туапсе,TRUE,TRUE,FALSE,TRUE,FALSE
222370,20240827,1,1518253,ria,https://ria.ru/20240827/podpole-1968682715.html,STRATEGIC_AIRBASE,аэродром,удар,707153,Kalinovka,Khmel'nyts'kyy,Khmel'nyts'kyi,26.92966,49.507388,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kalinovka,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,FALSE,FALSE,Подполье сообщило об ударах в районе аэродрома в Хмельницкой области,REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,FALSE,TRUE,FALSE,TRUE
222383,20240912,1,1557264,ria,https://ria.ru/20240912/ukraina-1972209098.html,STRATEGIC_AIRBASE,аэродром,взрыв,707153,Kalinovka,Khmel'nyts'kyy,Khmel'nyts'kyi,26.92966,49.507388,REVIEW,REVIEW_NAME_ONLY_RU_SUPPORT,,,Kalinovka,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,СМИ: в Киеве и Хмельницкой области в районе аэродрома ВСУ прогремели взрывы,REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,FALSE,TRUE,FALSE,TRUE
257277,20240912,2,1559849,ria,https://ria.ru/20240912/vsu-1972318966.html,AMMUNITION_ARSENAL,склад боеприпас,дрон|уничтож,710735,Chernihiv,Chernihiv,Chernihivs'ka,31.298652,51.491007,REVIEW,REVIEW_COORDINATE_NEAR_RU,16.908,491522,Snov,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,TRUE,FALSE,Российские дроны уничтожили склад боеприпасов ВСУ в Черниговской области,REVIEW,FALSE,UNKNOWN,TRUE,H2_UA_ACTOR_RUSSIA_LOCATION_REVIEW,UA_ACTOR_PLUS_RUSSIA_SUSPECT_LOCATION_METHOD,,TRUE,FALSE,TRUE,FALSE,TRUE
